game,date,home_team,away_team,FTHG,FTAG,H,D,A,PSH,PSD,PSA,pPSH,pPSD,pPSA
2020-11-23 Burnley-Crystal Palace,2020-11-23 17:30:00,Burnley,Crystal Palace,1,0,1,0,0,2.89,3.06,2.89,0.33971107535674017,0.3205778492860304,0.33971107535674017
2020-11-23 Wolves-Southampton,2020-11-23 20:00:00,Wolves,Southampton,1,1,0,1,0,2.34,3.34,3.41,0.42024778006717783,0.29293374601748157,0.2868184739148643
2020-11-27 Crystal Palace-Newcastle Utd,2020-11-27 20:00:00,Crystal Palace,Newcastle Utd,0,2,0,0,1,2.18,3.3,3.84,0.4506797895896428,0.2958482380582718,0.25347197235161095
2020-11-28 Brighton-Liverpool,2020-11-28 12:30:00,Brighton,Liverpool,1,1,0,1,0,5.42,4.25,1.65,0.1768965901556943,0.22734799198743003,0.5957554178573383
2020-11-28 Everton-Leeds United,2020-11-28 17:30:00,Everton,Leeds United,0,1,0,0,1,2.07,3.76,3.64,0.4743321597483243,0.25847628994509836,0.2671915503070556
2020-11-28 Manchester City-Burnley,2020-11-28 15:00:00,Manchester City,Burnley,5,0,1,0,0,1.18,8.3,14.98,0.8316124027939131,0.1107034483278323,0.05768414887792399
2020-11-28 West Brom-Sheffield Utd,2020-11-28 20:00:00,West Brom,Sheffield Utd,1,0,1,0,0,2.66,3.22,2.99,0.36877209464333943,0.3037317630056991,0.32749614235144825
2020-11-29 Arsenal-Wolves,2020-11-29 19:15:00,Arsenal,Wolves,1,2,0,0,1,2.18,3.33,3.81,0.45092482940082124,0.2933520152677835,0.2557231553309109
2020-11-29 Chelsea-Tottenham,2020-11-29 16:30:00,Chelsea,Tottenham,0,0,0,1,0,2.14,3.51,3.69,0.45883366372523177,0.2774914047201584,0.26367493155508265
2020-11-29 Southampton-Manchester Utd,2020-11-29 14:00:00,Southampton,Manchester Utd,2,3,0,0,1,3.94,3.66,2.02,0.24692310926215552,0.26623180091150966,0.4868450898258584
2020-11-30 Leicester City-Fulham,2020-11-30 17:30:00,Leicester City,Fulham,1,2,0,0,1,1.54,4.53,6.44,0.6389628195024579,0.2130347593740385,0.14800242112305656
2020-11-30 West Ham-Aston Villa,2020-11-30 20:00:00,West Ham,Aston Villa,2,1,1,0,0,2.36,3.64,3.09,0.41591432632635245,0.2677283454716289,0.31635732820250545
2020-12-05 Burnley-Everton,2020-12-05 12:30:00,Burnley,Everton,1,1,0,1,0,4.14,3.58,1.99,0.23432882016673295,0.2718890398443485,0.4937821399893922
2020-12-05 Chelsea-Leeds United,2020-12-05 20:00:00,Chelsea,Leeds United,3,1,1,0,0,1.56,4.54,6.19,0.631717528063134,0.21332240801261929,0.1549600639237822
2020-12-05 Manchester City-Fulham,2020-12-05 15:00:00,Manchester City,Fulham,2,0,1,0,0,1.13,10.23,23.63,0.8732563068092831,0.09078192151860011,0.03596177167173662
2020-12-05 West Ham-Manchester Utd,2020-12-05 17:30:00,West Ham,Manchester Utd,1,3,0,0,1,3.75,3.69,2.06,0.25939030848347955,0.2637010826921851,0.47690860882481906
2020-12-06 Liverpool-Wolves,2020-12-06 19:15:00,Liverpool,Wolves,4,0,1,0,0,1.54,4.25,7.17,0.6394758862367944,0.2278689271008768,0.1326551866627933
2020-12-06 Sheffield Utd-Leicester City,2020-12-06 14:15:00,Sheffield Utd,Leicester City,1,2,0,0,1,4.02,3.54,2.04,0.24209904495849427,0.27564628575895617,0.48225466928302224
2020-12-06 Tottenham-Arsenal,2020-12-06 16:30:00,Tottenham,Arsenal,2,0,1,0,0,2.07,3.56,3.87,0.4748397484419199,0.27376710051945286,0.2513931510391039
2020-12-06 West Brom-Crystal Palace,2020-12-06 12:00:00,West Brom,Crystal Palace,1,5,0,0,1,2.98,3.3,2.61,0.3283496397655824,0.29598597284114986,0.37566438739279107
2020-12-07 Brighton-Southampton,2020-12-07 20:00:00,Brighton,Southampton,1,2,0,0,1,2.56,3.46,2.93,0.3833834433218992,0.2823051379309936,0.3343114187475954
2020-12-11 Leeds United-West Ham,2020-12-11 20:00:00,Leeds United,West Ham,1,2,0,0,1,2.22,3.71,3.3,0.442151793786861,0.26227664484829494,0.2955715613653144
2020-12-12 Everton-Chelsea,2020-12-12 20:00:00,Everton,Chelsea,1,0,1,0,0,4.52,4.28,1.76,0.21423489632975165,0.2265675792853515,0.5591975243853768
2020-12-12 Manchester Utd-Manchester City,2020-12-12 17:30:00,Manchester Utd,Manchester City,0,0,0,1,0,4.49,4.32,1.75,0.21493009203315122,0.2236367659157528,0.5614331420515585
2020-12-12 Newcastle Utd-West Brom,2020-12-12 15:00:00,Newcastle Utd,West Brom,2,1,1,0,0,2.62,3.32,2.95,0.37416725914887144,0.29413028575212435,0.33170245509852964
2020-12-12 Wolves-Aston Villa,2020-12-12 12:30:00,Wolves,Aston Villa,0,1,0,0,1,2.4,3.32,3.28,0.4086560872864652,0.29384579498000374,0.2974981177340172
2020-12-13 Arsenal-Burnley,2020-12-13 19:15:00,Arsenal,Burnley,0,1,0,0,1,1.54,4.33,6.84,0.6385087077878924,0.22282215472829422,0.13866913748336104
2020-12-13 Crystal Palace-Tottenham,2020-12-13 14:15:00,Crystal Palace,Tottenham,1,1,0,1,0,4.92,3.83,1.79,0.19637237727082688,0.2538768273173316,0.5497507954113655
2020-12-13 Fulham-Liverpool,2020-12-13 16:30:00,Fulham,Liverpool,1,1,0,1,0,8.67,5.98,1.34,0.10737527995727844,0.1588306004872859,0.733794119554998
2020-12-13 Leicester City-Brighton,2020-12-13 19:15:00,Leicester City,Brighton,3,0,1,0,0,2.06,3.56,3.91,0.47728137007475513,0.2738614876525542,0.24885714227316066
2020-12-13 Southampton-Sheffield Utd,2020-12-13 12:00:00,Southampton,Sheffield Utd,3,0,1,0,0,1.73,4.01,5.07,0.5683771965803138,0.24171514779178305,0.1899076556274435
2020-12-15 Manchester City-West Brom,2020-12-15 20:00:00,Manchester City,West Brom,1,1,0,1,0,1.11,9.75,23.03,0.8789456753054442,0.0892469748075752,0.031807349886725796
2020-12-15 Wolves-Chelsea,2020-12-15 18:00:00,Wolves,Chelsea,2,1,1,0,0,5.59,3.9,1.7,0.1719997422455645,0.24904888142508105,0.578951376329813
2020-12-16 Arsenal-Southampton,2020-12-16 18:00:00,Arsenal,Southampton,1,1,0,1,0,2.27,3.55,3.32,0.43214381300005533,0.274228081379848,0.29362810562057345
2020-12-16 Fulham-Brighton,2020-12-16 20:00:00,Fulham,Brighton,0,0,0,1,0,3.0,3.4,2.53,0.32580606164664855,0.286812741522726,0.3873811968311001
2020-12-16 Leeds United-Newcastle Utd,2020-12-16 18:00:00,Leeds United,Newcastle Utd,5,2,1,0,0,1.78,4.07,4.6,0.5521470374661913,0.23799076621218404,0.20986219632115014
2020-12-16 Leicester City-Everton,2020-12-16 18:00:00,Leicester City,Everton,0,2,0,0,1,2.23,3.62,3.37,0.4407208351435739,0.2694482367355171,0.28983092812043354
2020-12-16 Liverpool-Tottenham,2020-12-16 20:00:00,Liverpool,Tottenham,2,1,1,0,0,1.81,3.9,4.64,0.5430745169426193,0.24878175435023195,0.20814372870761616
2020-12-16 West Ham-Crystal Palace,2020-12-16 20:00:00,West Ham,Crystal Palace,1,1,0,1,0,2.09,3.54,3.82,0.4701159598009059,0.27523560171569483,0.2546484384829174
2020-12-17 Aston Villa-Burnley,2020-12-17 18:00:00,Aston Villa,Burnley,0,0,0,1,0,1.76,3.93,4.95,0.5585822143458959,0.24675949562366306,0.19465829002996518
2020-12-17 Sheffield Utd-Manchester Utd,2020-12-17 20:00:00,Sheffield Utd,Manchester Utd,2,3,0,0,1,7.35,4.78,1.47,0.12886149798988347,0.20151025302732398,0.6696282489823479
2020-12-19 Crystal Palace-Liverpool,2020-12-19 12:30:00,Crystal Palace,Liverpool,0,7,0,0,1,6.52,4.53,1.53,0.1454457919533856,0.21232586115450683,0.6422283468925545
2020-12-19 Everton-Arsenal,2020-12-19 17:30:00,Everton,Arsenal,2,1,1,0,0,2.5,3.47,2.99,0.3921235979875978,0.2809371316618815,0.326939270351007
2020-12-19 Newcastle Utd-Fulham,2020-12-19 20:00:00,Newcastle Utd,Fulham,1,1,0,1,0,2.63,3.33,2.93,0.37273815869021537,0.2932441896134842,0.3340176516967809
2020-12-19 Southampton-Manchester City,2020-12-19 15:00:00,Southampton,Manchester City,0,1,0,0,1,6.56,4.72,1.51,0.14484589011996868,0.20385125231557452,0.651302857563998
2020-12-20 Brighton-Sheffield Utd,2020-12-20 12:00:00,Brighton,Sheffield Utd,1,1,0,1,0,1.69,3.85,5.79,0.5821636049731803,0.25216090911631805,0.1656754859100288
2020-12-20 Manchester Utd-Leeds United,2020-12-20 16:30:00,Manchester Utd,Leeds United,6,2,1,0,0,1.73,4.31,4.66,0.5683793754217089,0.2244682827616643,0.2071523418170865
2020-12-20 Tottenham-Leicester City,2020-12-20 14:15:00,Tottenham,Leicester City,0,2,0,0,1,2.1,3.54,3.79,0.46792557228753107,0.2753011646490484,0.25677326306294285
2020-12-20 West Brom-Aston Villa,2020-12-20 19:15:00,West Brom,Aston Villa,0,3,0,0,1,3.82,3.83,2.0,0.2546029396190765,0.25392339224063126,0.4914736681407761
2020-12-21 Burnley-Wolves,2020-12-21 17:30:00,Burnley,Wolves,2,1,1,0,0,3.73,3.19,2.27,0.26112771739835006,0.30625920013474267,0.43261308246739333
2020-12-21 Chelsea-West Ham,2020-12-21 20:00:00,Chelsea,West Ham,3,0,1,0,0,1.52,4.72,6.46,0.6477898984327174,0.20445252397937538,0.14775757758743394
2020-12-26 Arsenal-Chelsea,2020-12-26 17:30:00,Arsenal,Chelsea,3,1,1,0,0,4.14,3.73,1.94,0.2338010776524891,0.26018263637262945,0.5060162859753493
2020-12-26 Aston Villa-Crystal Palace,2020-12-26 15:00:00,Aston Villa,Crystal Palace,3,0,1,0,0,1.95,3.9,3.91,0.503434530500418,0.24860854860340012,0.2479569208966652
2020-12-26 Fulham-Southampton,2020-12-26 15:00:00,Fulham,Southampton,0,0,0,1,0,3.29,3.42,2.35,0.29685647509179686,0.2853660720777761,0.41777745283090634
2020-12-26 Leicester City-Manchester Utd,2020-12-26 12:30:00,Leicester City,Manchester Utd,2,2,0,1,0,3.08,3.67,2.35,0.3172029578708609,0.2653037734326468,0.4174932686960114
2020-12-26 Manchester City-Newcastle Utd,2020-12-26 20:00:00,Manchester City,Newcastle Utd,2,0,1,0,0,1.14,9.55,22.92,0.8653055827555665,0.09755661323524482,0.037137804009564956
2020-12-26 Sheffield Utd-Everton,2020-12-26 20:00:00,Sheffield Utd,Everton,0,1,0,0,1,4.26,3.66,1.94,0.22755156087810066,0.26580530434889077,0.5066431347734818
2020-12-27 Leeds United-Burnley,2020-12-27 12:00:00,Leeds United,Burnley,1,0,1,0,0,1.76,4.09,4.71,0.5584511245138565,0.236763575142471,0.20478530034413692
2020-12-27 Liverpool-West Brom,2020-12-27 16:30:00,Liverpool,West Brom,1,1,0,1,0,1.14,9.42,22.43,0.8641989254390514,0.09831243579487534,0.03748863876645157
2020-12-27 West Ham-Brighton,2020-12-27 14:15:00,West Ham,Brighton,2,2,0,1,0,2.42,3.38,3.19,0.40529786493468994,0.2885899661345239,0.30611216893030424
2020-12-27 Wolves-Tottenham,2020-12-27 19:15:00,Wolves,Tottenham,1,1,0,1,0,3.76,3.37,2.17,0.2585561608439071,0.2891525730401405,0.4522912661154751
2020-12-28 Chelsea-Aston Villa,2020-12-28 17:30:00,Chelsea,Aston Villa,1,1,0,1,0,1.71,4.25,4.89,0.5751211644287376,0.2277395302526066,0.19713930531818083
2020-12-28 Crystal Palace-Leicester City,2020-12-28 15:00:00,Crystal Palace,Leicester City,1,1,0,1,0,3.95,3.58,2.04,0.24609554687225751,0.2721107720578835,0.48179368106938447
2020-12-29 Brighton-Arsenal,2020-12-29 18:00:00,Brighton,Arsenal,0,1,0,0,1,3.27,3.43,2.35,0.2983803240813941,0.28419687473707916,0.4174228011810515
2020-12-29 Burnley-Sheffield Utd,2020-12-29 18:00:00,Burnley,Sheffield Utd,1,0,1,0,0,2.45,3.2,3.31,0.4001906440794756,0.3050677086764276,0.29474164724457774
2020-12-29 Manchester Utd-Wolves,2020-12-29 20:00:00,Manchester Utd,Wolves,1,0,1,0,0,1.53,4.35,5.94,0.6324887338556798,0.21408398322798655,0.15342728291676005
2020-12-29 Southampton-West Ham,2020-12-29 18:00:00,Southampton,West Ham,0,0,0,1,0,2.23,3.57,3.4,0.44027309790578956,0.27290048404968786,0.2868264180440445
2020-12-29 West Brom-Leeds United,2020-12-29 18:00:00,West Brom,Leeds United,0,5,0,0,1,3.72,3.71,2.06,0.26131205006678954,0.2620322752110884,0.4766556747225919
2020-12-30 Newcastle Utd-Liverpool,2020-12-30 20:00:00,Newcastle Utd,Liverpool,0,0,0,1,0,9.61,6.09,1.32,0.09699379364286723,0.15669189406930265,0.7463143122873865
2021-01-01 Everton-West Ham,2021-01-01 17:30:00,Everton,West Ham,0,1,0,0,1,2.19,3.52,3.55,0.4485106463341022,0.2769383045929489,0.27455104907342937
2021-01-01 Manchester Utd-Aston Villa,2021-01-01 20:00:00,Manchester Utd,Aston Villa,2,1,1,0,0,1.78,4.14,4.52,0.5522652298818878,0.23395698794479286,0.2137777821737908
2021-01-02 Brighton-Wolves,2021-01-02 17:30:00,Brighton,Wolves,3,3,0,1,0,2.68,3.28,2.91,0.3657406329957131,0.29785202835460556,0.336407338650164
2021-01-02 Crystal Palace-Sheffield Utd,2021-01-02 15:00:00,Crystal Palace,Sheffield Utd,2,0,1,0,0,2.02,3.45,3.84,0.4783115977397146,0.27539380217993037,0.2462946000799007
2021-01-02 Tottenham-Leeds United,2021-01-02 12:30:00,Tottenham,Leeds United,3,0,1,0,0,1.81,4.13,4.34,0.5428381787299364,0.23440145490157813,0.22276036636895705
2021-01-02 West Brom-Arsenal,2021-01-02 20:00:00,West Brom,Arsenal,0,4,0,0,1,5.98,4.09,1.63,0.159917971160987,0.23668532833223793,0.6033967005063032
2021-01-03 Chelsea-Manchester City,2021-01-03 16:30:00,Chelsea,Manchester City,1,3,0,0,1,2.95,3.67,2.4,0.3296303714338804,0.2635950158030501,0.4067746127635373
2021-01-03 Newcastle Utd-Leicester City,2021-01-03 14:15:00,Newcastle Utd,Leicester City,1,2,0,0,1,5.35,3.99,1.7,0.1793196638648046,0.24260628528248745,0.5780740508531845
2021-01-04 Southampton-Liverpool,2021-01-04 20:00:00,Southampton,Liverpool,1,0,1,0,0,5.03,4.44,1.67,0.19200126579554558,0.2182637589824954,0.5897349752214828
2021-01-12 Burnley-Manchester Utd,2021-01-12 20:15:00,Burnley,Manchester Utd,0,1,0,0,1,7.33,4.66,1.48,0.12890660233875123,0.20651234629312598,0.6645810513685741
2021-01-12 Sheffield Utd-Newcastle Utd,2021-01-12 18:00:00,Sheffield Utd,Newcastle Utd,1,0,1,0,0,2.53,3.18,3.2,0.38754879219375726,0.30720285539832987,0.3052483524074345
2021-01-12 Wolves-Everton,2021-01-12 20:15:00,Wolves,Everton,1,2,0,0,1,2.56,3.18,3.15,0.38282949494786045,0.3070962264961759,0.310074278555481
2021-01-13 Manchester City-Brighton,2021-01-13 18:00:00,Manchester City,Brighton,1,0,1,0,0,1.19,7.61,16.97,0.8263598116666859,0.1226507135189715,0.05098947481397663
2021-01-13 Tottenham-Fulham,2021-01-13 20:15:00,Tottenham,Fulham,1,1,0,1,0,1.36,4.97,8.16,0.7101269886137221,0.18355006930717813,0.10632294207873857
2021-01-14 Arsenal-Crystal Palace,2021-01-14 20:00:00,Arsenal,Crystal Palace,0,0,0,1,0,1.58,4.18,6.55,0.622851964023086,0.23157362101530157,0.1455744149620652
2021-01-16 Fulham-Chelsea,2021-01-16 17:30:00,Fulham,Chelsea,0,1,0,0,1,6.81,4.17,1.56,0.13897749249406957,0.2312617901416677,0.6297607173647111
2021-01-16 Leeds United-Brighton,2021-01-16 15:00:00,Leeds United,Brighton,0,1,0,0,1,2.18,3.67,3.43,0.45047167102326746,0.26528583564333197,0.2842424933338845
2021-01-16 Leicester City-Southampton,2021-01-16 20:00:00,Leicester City,Southampton,2,0,1,0,0,1.8,3.69,4.52,0.5372093269507987,0.25596855639874155,0.20682211665001618
2021-01-16 West Ham-Burnley,2021-01-16 15:00:00,West Ham,Burnley,1,0,1,0,0,1.85,3.57,4.88,0.5307604971507734,0.27197145873844575,0.19726804411125134
2021-01-16 Wolves-West Brom,2021-01-16 12:30:00,Wolves,West Brom,2,3,0,0,1,1.63,3.7,7.07,0.6033976999932523,0.26229033196778667,0.13431196803941353
2021-01-17 Liverpool-Manchester Utd,2021-01-17 16:30:00,Liverpool,Manchester Utd,0,0,0,1,0,1.98,4.0,3.71,0.4958582426678737,0.2423608074503375,0.2617809498813157
2021-01-17 Manchester City-Crystal Palace,2021-01-17 19:15:00,Manchester City,Crystal Palace,4,0,1,0,0,1.18,7.87,18.27,0.834067232302004,0.11873324624409162,0.047199521454302146
2021-01-17 Sheffield Utd-Tottenham,2021-01-17 14:00:00,Sheffield Utd,Tottenham,1,3,0,0,1,6.1,3.73,1.68,0.1560656083907796,0.2594897818310187,0.584444609777753
2021-01-18 Arsenal-Newcastle Utd,2021-01-18 20:00:00,Arsenal,Newcastle Utd,3,0,1,0,0,1.45,4.73,7.98,0.6785964382738373,0.2034450450793809,0.11795851664633722
2021-01-19 Leicester City-Chelsea,2021-01-19 20:15:00,Leicester City,Chelsea,2,0,1,0,0,2.92,3.49,2.55,0.33540225421982184,0.27976491451219143,0.3848328312684629
2021-01-19 West Ham-West Brom,2021-01-19 18:00:00,West Ham,West Brom,2,1,1,0,0,1.58,4.23,6.35,0.6220556065330418,0.22815725903947975,0.14978713442794991
2021-01-20 Fulham-Manchester Utd,2021-01-20 20:15:00,Fulham,Manchester Utd,1,2,0,0,1,6.32,4.41,1.56,0.1507524566678659,0.2188125375544549,0.6304350057781473
2021-01-20 Manchester City-Aston Villa,2021-01-20 18:00:00,Manchester City,Aston Villa,2,0,1,0,0,1.24,6.1,11.61,0.7813681341845481,0.14741529672075937,0.0712165690943988
2021-01-21 Liverpool-Burnley,2021-01-21 20:00:00,Liverpool,Burnley,0,1,0,0,1,1.21,7.24,15.81,0.8138532985380083,0.13015259079926372,0.05599411066233178
2021-01-23 Aston Villa-Newcastle Utd,2021-01-23 20:00:00,Aston Villa,Newcastle Utd,2,0,1,0,0,1.52,4.68,6.46,0.6470504718537865,0.20570692794535617,0.14724260020132998
2021-01-26 Crystal Palace-West Ham,2021-01-26 18:00:00,Crystal Palace,West Ham,2,3,0,0,1,3.21,3.32,2.44,0.30416799782952586,0.2939045765337066,0.4019274256362831
2021-01-26 Newcastle Utd-Leeds United,2021-01-26 18:00:00,Newcastle Utd,Leeds United,1,2,0,0,1,3.92,3.89,1.95,0.2473065356467098,0.24926144101318964,0.5034320233405792
2021-01-26 Southampton-Arsenal,2021-01-26 20:15:00,Southampton,Arsenal,1,3,0,0,1,3.59,3.69,2.11,0.2710860352245195,0.26358186720989474,0.4653320975651091
2021-01-26 West Brom-Manchester City,2021-01-26 20:15:00,West Brom,Manchester City,0,5,0,0,1,15.82,7.25,1.21,0.056013337915405914,0.1300298827624775,0.8139567793225244
2021-01-27 Brighton-Fulham,2021-01-27 19:30:00,Brighton,Fulham,0,0,0,1,0,2.07,3.47,3.96,0.47432213822633995,0.2805614904493034,0.2451163713238886
2021-01-27 Burnley-Aston Villa,2021-01-27 18:00:00,Burnley,Aston Villa,3,2,1,0,0,4.01,3.65,2.0,0.24212526683547206,0.2665761371964225,0.4912985959676227
2021-01-27 Chelsea-Wolves,2021-01-27 18:00:00,Chelsea,Wolves,0,0,0,1,0,1.63,4.26,5.68,0.603765109947026,0.22727499005636054,0.16895989999707697
2021-01-27 Everton-Leicester City,2021-01-27 20:15:00,Everton,Leicester City,1,1,0,1,0,2.92,3.26,2.68,0.33500658544019796,0.2994882518454116,0.3655051627139103
2021-01-27 Manchester Utd-Sheffield Utd,2021-01-27 20:15:00,Manchester Utd,Sheffield Utd,1,2,0,0,1,1.29,6.21,11.4,0.7646464413936048,0.15407432881333946,0.08127922979350188
2021-01-28 Tottenham-Liverpool,2021-01-28 20:00:00,Tottenham,Liverpool,1,3,0,0,1,3.33,3.61,2.25,0.2932658340433102,0.27010096600498074,0.4366331999512255
2021-01-30 Arsenal-Manchester Utd,2021-01-30 17:30:00,Arsenal,Manchester Utd,0,0,0,1,0,2.93,3.46,2.55,0.33380316258081333,0.281816870996114,0.3843799664235475
2021-01-30 Crystal Palace-Wolves,2021-01-30 15:00:00,Crystal Palace,Wolves,1,0,1,0,0,3.05,3.15,2.65,0.3203795651759204,0.3100299020300898,0.3695905327944656
2021-01-30 Everton-Newcastle Utd,2021-01-30 12:30:00,Everton,Newcastle Utd,0,2,0,0,1,1.61,4.03,6.49,0.6117210516713992,0.24088125543447222,0.14739769289365376
2021-01-30 Manchester City-Sheffield Utd,2021-01-30 15:00:00,Manchester City,Sheffield Utd,1,0,1,0,0,1.13,9.43,26.18,0.8713182653878734,0.09778557964319903,0.030896154969223308
2021-01-30 Southampton-Aston Villa,2021-01-30 20:00:00,Southampton,Aston Villa,0,1,0,0,1,2.9,3.73,2.44,0.33721726959439774,0.26092299399817326,0.4018597364079112
2021-01-30 West Brom-Fulham,2021-01-30 15:00:00,West Brom,Fulham,2,2,0,1,0,3.43,3.26,2.36,0.2844731252965849,0.29959257697334324,0.41593429772959556
2021-01-31 Brighton-Tottenham,2021-01-31 19:15:00,Brighton,Tottenham,1,0,1,0,0,3.18,3.46,2.39,0.30730934328279813,0.28200069181549475,0.41068996490122583
2021-01-31 Chelsea-Burnley,2021-01-31 12:00:00,Chelsea,Burnley,2,0,1,0,0,1.36,5.25,10.02,0.7242857231515526,0.182867549028533,0.09284672781946005
2021-01-31 Leicester City-Leeds United,2021-01-31 14:00:00,Leicester City,Leeds United,1,3,0,0,1,1.81,4.18,4.27,0.5425010508403856,0.2312539818550251,0.22624496730506488
2021-01-31 West Ham-Liverpool,2021-01-31 16:30:00,West Ham,Liverpool,1,3,0,0,1,4.65,4.1,1.77,0.20782770812596543,0.2364996808138486,0.5556726110606619
2021-02-02 Manchester Utd-Southampton,2021-02-02 20:15:00,Manchester Utd,Southampton,9,0,1,0,0,1.46,4.81,7.59,0.6746514162942062,0.20049647119455274,0.1248521125107812
2021-02-02 Newcastle Utd-Crystal Palace,2021-02-02 20:15:00,Newcastle Utd,Crystal Palace,1,2,0,0,1,3.01,3.16,2.68,0.32499919799275034,0.30931473453816993,0.3656860674685945
2021-02-02 Sheffield Utd-West Brom,2021-02-02 18:00:00,Sheffield Utd,West Brom,2,1,1,0,0,2.11,3.33,4.03,0.4657377532443454,0.29306484508328867,0.2411974016718811
2021-02-02 Wolves-Arsenal,2021-02-02 18:00:00,Wolves,Arsenal,2,1,1,0,0,3.71,3.36,2.2,0.26268958121271035,0.29061376917523307,0.4466966496125327
2021-02-03 Aston Villa-West Ham,2021-02-03 20:15:00,Aston Villa,West Ham,1,3,0,0,1,2.23,3.5,3.46,0.44009350108734124,0.27831132475064857,0.2815951741624854
2021-02-03 Burnley-Manchester City,2021-02-03 18:00:00,Burnley,Manchester City,0,2,0,0,1,14.8,6.57,1.23,0.05900449455723926,0.14269837206875494,0.7982971333736392
2021-02-03 Fulham-Leicester City,2021-02-03 18:00:00,Fulham,Leicester City,0,2,0,0,1,4.12,3.56,2.0,0.23542419152686375,0.27337663247825567,0.49119917599440854
2021-02-03 Leeds United-Everton,2021-02-03 19:30:00,Leeds United,Everton,1,2,0,0,1,2.51,3.71,2.82,0.39056423658194295,0.26242354423982683,0.3470122191777434
2021-02-03 Liverpool-Brighton,2021-02-03 20:15:00,Liverpool,Brighton,0,1,0,0,1,1.37,5.5,8.87,0.7194169972540576,0.1745955501890499,0.10598745255645974
2021-02-04 Tottenham-Chelsea,2021-02-04 20:00:00,Tottenham,Chelsea,0,1,0,0,1,3.58,3.52,2.18,0.27228784228192104,0.27702265630185907,0.45068950141669445
2021-02-06 Aston Villa-Arsenal,2021-02-06 12:30:00,Aston Villa,Arsenal,1,0,1,0,0,2.84,3.51,2.6,0.34484036202378227,0.27799072936227603,0.37716890861345903
2021-02-06 Burnley-Brighton,2021-02-06 15:00:00,Burnley,Brighton,1,1,0,1,0,3.74,3.21,2.26,0.26064065947724135,0.30455063997283416,0.43480870054945076
2021-02-06 Fulham-West Ham,2021-02-06 17:30:00,Fulham,West Ham,0,0,0,1,0,3.66,3.56,2.13,0.265752986433743,0.27338221589232814,0.4608647976744014
2021-02-06 Manchester Utd-Everton,2021-02-06 20:00:00,Manchester Utd,Everton,3,3,0,1,0,1.57,4.35,6.22,0.6257380380784546,0.22143628728490175,0.15282567463711016
2021-02-06 Newcastle Utd-Southampton,2021-02-06 15:00:00,Newcastle Utd,Southampton,3,2,1,0,0,3.06,3.32,2.54,0.3196368698027503,0.29418298724958275,0.3861801429481539
2021-02-07 Liverpool-Manchester City,2021-02-07 16:30:00,Liverpool,Manchester City,1,4,0,0,1,3.44,3.7,2.17,0.28370070704339484,0.2633852219982308,0.45291407095789965
2021-02-07 Sheffield Utd-Chelsea,2021-02-07 19:15:00,Sheffield Utd,Chelsea,1,2,0,0,1,7.64,4.46,1.49,0.12353651387362051,0.21620438418324814,0.6602591019435758
