key,opponent,team,date,time,round,day,venue,result,gf,ga,target,venue_code,goalie,defs,mids,atks,offdeff,intensity,dirspeed,deads,press,contra,buildup,progress,carr,wings,agresive,deferror,offsucc,goalie_opo,defs_opo,mids_opo,atks_opo,offdeff_opo,intensity_opo,dirspeed_opo,deads_opo,press_opo,contra_opo,buildup_opo,progress_opo,carr_opo,wings_opo,agresive_opo,deferror_opo,offsucc_opo,goalie_diff,defs_diff,mids_diff,atks_diff,offdeff_diff,intensity_diff,dirspeed_diff,deads_diff,press_diff,contra_diff,buildup_diff,progress_diff,carr_diff,wings_diff,agresive_diff,deferror_diff,offsucc_diff
2020-06-25 Southampton-Arsenal,Arsenal,Southampton,2020-06-25,18:00:00,Matchweek 31,Thu,Home,L,0,2,0,1,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.7,-0.04999999999999999,-0.5,-0.6000000000000001,0.25,-0.55,0.4,0.35,-0.19999999999999996,-0.24999999999999994,-0.3,0.3999999999999999,-0.10000000000000003,0.75,-0.2,0.3,-0.55
2019-09-01 Tottenham-Arsenal,Arsenal,Tottenham,2019-09-01,16:30:00,Matchweek 4,Sun,Away,D,2,2,0,0,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2020-07-12 Tottenham-Arsenal,Arsenal,Tottenham,2020-07-12,16:30:00,Matchweek 35,Sun,Home,W,2,1,1,1,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.15000000000000002,0.19999999999999996,-0.09999999999999998,0.04999999999999993,0.19999999999999996,0.04999999999999993,0.09999999999999998,-0.04999999999999999,0.09999999999999998,0.15000000000000002,0.050000000000000044,-0.45000000000000007,0.25,0.05,0.29999999999999993,-0.09999999999999998,-0.10000000000000009
2019-09-15 Watford-Arsenal,Arsenal,Watford,2019-09-15,16:30:00,Matchweek 5,Sun,Home,D,2,2,0,1,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2020-07-26 Watford-Arsenal,Arsenal,Watford,2020-07-26,16:00:00,Matchweek 38,Sun,Away,L,2,3,0,0,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.25,-0.2,-0.35,-0.25,0.050000000000000044,-0.5,0.55,0.25,-0.25,-0.19999999999999996,-0.35,0.09999999999999998,-0.050000000000000044,0.3,-0.55,0.55,-0.5
2019-12-09 West Ham-Arsenal,Arsenal,West Ham,2019-12-09,20:00:00,Matchweek 16,Mon,Home,L,1,3,0,1,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
2020-03-07 West Ham-Arsenal,Arsenal,West Ham,2020-03-07,15:00:00,Matchweek 29,Sat,Away,L,0,1,0,0,0.9,0.15,0.425,0.75,0.8,0.5,0.5,0.55,0.45,0.25,0.5,0.8,0.8,0.7,0.3,1.0,0.85,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.050000000000000044,-0.35,-0.425,-0.15000000000000002,0.30000000000000004,-0.30000000000000004,0.25,0.30000000000000004,-0.3,-0.44999999999999996,-0.25,0.25,0.4,0.6499999999999999,-0.35000000000000003,0.7,0.04999999999999993
2019-11-02 Wolves-Arsenal,Arsenal,Wolves,2019-11-02,15:00:00,Matchweek 11,Sat,Away,D,1,1,0,0,0.3,0.85,0.6,0.2,0.45,0.55,0.4,0.4,0.3,0.3,0.25,0.3,1.0,0.75,0.4,0.9,0.9,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.55,0.35,-0.25,-0.7,-0.04999999999999999,-0.25,0.15000000000000002,0.15000000000000002,-0.45,-0.39999999999999997,-0.5,-0.25000000000000006,0.6,0.7,-0.25,0.6000000000000001,0.09999999999999998
2020-07-04 Wolves-Arsenal,Arsenal,Wolves,2020-07-04,17:30:00,Matchweek 33,Sat,Home,L,0,2,0,1,0.3,0.85,0.6,0.2,0.45,0.55,0.4,0.4,0.3,0.3,0.25,0.3,1.0,0.75,0.4,0.9,0.9,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,-0.55,0.35,-0.25,-0.7,-0.04999999999999999,-0.25,0.15000000000000002,0.15000000000000002,-0.45,-0.39999999999999997,-0.5,-0.25000000000000006,0.6,0.7,-0.25,0.6000000000000001,0.09999999999999998
2019-09-22 Arsenal-Aston Villa,Aston Villa,Arsenal,2019-09-22,16:30:00,Matchweek 6,Sun,Home,W,3,2,1,1,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.75,0.45,0.6,0.35,0.2,0.65,-0.25,-0.75,0.65,0.0,0.55,-0.35,-0.29999999999999993,-0.75,0.5,-0.5,0.55
2020-07-21 Arsenal-Aston Villa,Aston Villa,Arsenal,2020-07-21,20:15:00,Matchweek 37,Tue,Away,L,0,1,0,0,0.85,0.5,0.85,0.9,0.5,0.8,0.25,0.25,0.75,0.7,0.75,0.55,0.4,0.05,0.65,0.3,0.8,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.75,0.45,0.6,0.35,0.2,0.65,-0.25,-0.75,0.65,0.0,0.55,-0.35,-0.29999999999999993,-0.75,0.5,-0.5,0.55
2019-08-17 Bournemouth-Aston Villa,Aston Villa,Bournemouth,2019-08-17,15:00:00,Matchweek 2,Sat,Away,W,2,1,1,0,0.05,0.4,0.7,0.5,0.15,0.45,0.2,0.8,0.2,0.95,0.85,0.75,0.85,0.45,0.6,0.45,0.1,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,-0.05,0.35000000000000003,0.44999999999999996,-0.050000000000000044,-0.15,0.30000000000000004,-0.3,-0.19999999999999996,0.1,0.25,0.6499999999999999,-0.15000000000000002,0.15000000000000002,-0.35000000000000003,0.44999999999999996,-0.35000000000000003,-0.15
2020-02-01 Bournemouth-Aston Villa,Aston Villa,Bournemouth,2020-02-01,15:00:00,Matchweek 25,Sat,Home,W,2,1,1,1,0.05,0.4,0.7,0.5,0.15,0.45,0.2,0.8,0.2,0.95,0.85,0.75,0.85,0.45,0.6,0.45,0.1,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,-0.05,0.35000000000000003,0.44999999999999996,-0.050000000000000044,-0.15,0.30000000000000004,-0.3,-0.19999999999999996,0.1,0.25,0.6499999999999999,-0.15000000000000002,0.15000000000000002,-0.35000000000000003,0.44999999999999996,-0.35000000000000003,-0.15
2019-10-19 Brighton-Aston Villa,Aston Villa,Brighton,2019-10-19,15:00:00,Matchweek 9,Sat,Away,L,1,2,0,0,0.5,0.35,0.1,0.4,0.05,0.2,0.75,0.85,0.05,0.05,0.2,0.5,0.1,0.9,0.8,0.65,0.35,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.4,0.3,-0.15,-0.15000000000000002,-0.25,0.05000000000000002,0.25,-0.15000000000000002,-0.05,-0.6499999999999999,0.0,-0.4,-0.6,0.09999999999999998,0.65,-0.15000000000000002,0.09999999999999998
2020-01-18 Brighton-Aston Villa,Aston Villa,Brighton,2020-01-18,15:00:00,Matchweek 23,Sat,Home,D,1,1,0,1,0.5,0.35,0.1,0.4,0.05,0.2,0.75,0.85,0.05,0.05,0.2,0.5,0.1,0.9,0.8,0.65,0.35,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.4,0.3,-0.15,-0.15000000000000002,-0.25,0.05000000000000002,0.25,-0.15000000000000002,-0.05,-0.6499999999999999,0.0,-0.4,-0.6,0.09999999999999998,0.65,-0.15000000000000002,0.09999999999999998
2019-09-28 Burnley-Aston Villa,Aston Villa,Burnley,2019-09-28,15:00:00,Matchweek 7,Sat,Away,D,2,2,0,0,0.25,0.1,0.3,0.35,0.3,0.1,1.0,0.95,0.4,0.1,0.1,0.6,0.05,0.5,0.5,0.95,0.5,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.15,0.05,0.04999999999999999,-0.20000000000000007,0.0,-0.04999999999999999,0.5,-0.050000000000000044,0.30000000000000004,-0.6,-0.1,-0.30000000000000004,-0.6499999999999999,-0.30000000000000004,0.35,0.1499999999999999,0.25
2020-01-01 Burnley-Aston Villa,Aston Villa,Burnley,2020-01-01,12:30:00,Matchweek 21,Wed,Home,L,1,2,0,1,0.25,0.1,0.3,0.35,0.3,0.1,1.0,0.95,0.4,0.1,0.1,0.6,0.05,0.5,0.5,0.95,0.5,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.15,0.05,0.04999999999999999,-0.20000000000000007,0.0,-0.04999999999999999,0.5,-0.050000000000000044,0.30000000000000004,-0.6,-0.1,-0.30000000000000004,-0.6499999999999999,-0.30000000000000004,0.35,0.1499999999999999,0.25
2019-12-04 Chelsea-Aston Villa,Aston Villa,Chelsea,2019-12-04,19:30:00,Matchweek 15,Wed,Home,W,2,1,1,1,0.65,0.9,0.8,0.6,0.95,0.95,0.1,0.1,0.8,0.55,1.0,0.15,0.75,0.25,0.85,0.15,1.0,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.55,0.85,0.55,0.04999999999999993,0.6499999999999999,0.7999999999999999,-0.4,-0.9,0.7000000000000001,-0.1499999999999999,0.8,-0.75,0.050000000000000044,-0.55,0.7,-0.65,0.75
2020-06-21 Chelsea-Aston Villa,Aston Villa,Chelsea,2020-06-21,16:15:00,Matchweek 30,Sun,Away,W,2,1,1,0,0.65,0.9,0.8,0.6,0.95,0.95,0.1,0.1,0.8,0.55,1.0,0.15,0.75,0.25,0.85,0.15,1.0,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.55,0.85,0.55,0.04999999999999993,0.6499999999999999,0.7999999999999999,-0.4,-0.9,0.7000000000000001,-0.1499999999999999,0.8,-0.75,0.050000000000000044,-0.55,0.7,-0.65,0.75
2019-08-31 Crystal Palace-Aston Villa,Aston Villa,Crystal Palace,2019-08-31,15:00:00,Matchweek 4,Sat,Home,W,1,0,1,1,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.30000000000000004,0.6,0.175,-0.10000000000000003,-0.04999999999999999,0.19999999999999998,-0.04999999999999999,-0.35,0.15,-0.29999999999999993,0.39999999999999997,0.0,0.20000000000000007,-0.20000000000000007,0.85,-0.45000000000000007,0.2
2020-07-12 Crystal Palace-Aston Villa,Aston Villa,Crystal Palace,2020-07-12,14:15:00,Matchweek 35,Sun,Away,L,0,2,0,0,0.4,0.65,0.425,0.45,0.25,0.35,0.45,0.65,0.25,0.4,0.6,0.9,0.9,0.6,1.0,0.35,0.45,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.30000000000000004,0.6,0.175,-0.10000000000000003,-0.04999999999999999,0.19999999999999998,-0.04999999999999999,-0.35,0.15,-0.29999999999999993,0.39999999999999997,0.0,0.20000000000000007,-0.20000000000000007,0.85,-0.45000000000000007,0.2
2019-08-23 Everton-Aston Villa,Aston Villa,Everton,2019-08-23,20:00:00,Matchweek 3,Fri,Away,L,0,2,0,0,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.6,0.7,0.30000000000000004,0.1499999999999999,0.35000000000000003,0.44999999999999996,0.09999999999999998,-0.25,0.8,0.050000000000000044,0.14999999999999997,-0.050000000000000044,-0.44999999999999996,-0.15000000000000002,0.5499999999999999,-0.30000000000000004,0.4
2020-07-16 Everton-Aston Villa,Aston Villa,Everton,2020-07-16,18:00:00,Matchweek 36,Thu,Home,D,1,1,0,1,0.7,0.75,0.55,0.7,0.65,0.6,0.6,0.75,0.9,0.75,0.35,0.85,0.25,0.65,0.7,0.5,0.65,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.6,0.7,0.30000000000000004,0.1499999999999999,0.35000000000000003,0.44999999999999996,0.09999999999999998,-0.25,0.8,0.050000000000000044,0.14999999999999997,-0.050000000000000044,-0.44999999999999996,-0.15000000000000002,0.5499999999999999,-0.30000000000000004,0.4
2019-12-08 Leicester City-Aston Villa,Aston Villa,Leicester City,2019-12-08,14:00:00,Matchweek 16,Sun,Away,W,4,1,1,0,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.1,0.75,0.4,-0.30000000000000004,0.3,0.5,-0.2,-0.55,0.6,0.20000000000000007,0.35000000000000003,-0.20000000000000007,0.0,0.1499999999999999,0.4,-0.4,0.35
2020-03-09 Leicester City-Aston Villa,Aston Villa,Leicester City,2020-03-09,20:00:00,Matchweek 29,Mon,Home,W,4,0,1,1,0.2,0.8,0.65,0.25,0.6,0.65,0.3,0.45,0.7,0.9,0.55,0.7,0.7,0.95,0.55,0.4,0.6,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.1,0.75,0.4,-0.30000000000000004,0.3,0.5,-0.2,-0.55,0.6,0.20000000000000007,0.35000000000000003,-0.20000000000000007,0.0,0.1499999999999999,0.4,-0.4,0.35
2019-11-02 Liverpool-Aston Villa,Aston Villa,Liverpool,2019-11-02,15:00:00,Matchweek 11,Sat,Away,W,2,1,1,0,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.85,0.8999999999999999,0.7,0.44999999999999996,0.6000000000000001,0.75,-0.35,-0.85,0.85,0.10000000000000009,0.7,-0.7,-0.49999999999999994,-0.65,0.75,-0.7000000000000001,0.7
2020-07-05 Liverpool-Aston Villa,Aston Villa,Liverpool,2020-07-05,16:30:00,Matchweek 33,Sun,Home,W,2,0,1,1,0.95,0.95,0.95,1.0,0.9,0.9,0.15,0.15,0.95,0.8,0.9,0.2,0.2,0.15,0.9,0.1,0.95,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.85,0.8999999999999999,0.7,0.44999999999999996,0.6000000000000001,0.75,-0.35,-0.85,0.85,0.10000000000000009,0.7,-0.7,-0.49999999999999994,-0.65,0.75,-0.7000000000000001,0.7
2019-10-26 Manchester City-Aston Villa,Aston Villa,Manchester City,2019-10-26,12:30:00,Matchweek 10,Sat,Home,W,3,0,1,1,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.7000000000000001,0.95,0.75,0.29999999999999993,0.7,0.85,-0.45,-0.95,0.9,-0.04999999999999993,0.75,-0.55,0.25,-0.5,0.19999999999999998,-0.75,0.5
2020-01-12 Manchester City-Aston Villa,Aston Villa,Manchester City,2020-01-12,16:30:00,Matchweek 22,Sun,Away,W,6,1,1,0,0.8,1.0,1.0,0.85,1.0,1.0,0.05,0.05,1.0,0.65,0.95,0.35,0.95,0.3,0.35,0.05,0.75,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.7000000000000001,0.95,0.75,0.29999999999999993,0.7,0.85,-0.45,-0.95,0.9,-0.04999999999999993,0.75,-0.55,0.25,-0.5,0.19999999999999998,-0.75,0.5
2019-12-01 Manchester Utd-Aston Villa,Aston Villa,Manchester Utd,2019-12-01,16:30:00,Matchweek 14,Sun,Home,D,2,2,0,1,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.45000000000000007,0.5499999999999999,0.65,0.25,0.55,0.6,0.050000000000000044,-0.7,0.55,0.30000000000000004,0.49999999999999994,-0.45,-0.1499999999999999,-0.6000000000000001,0.6,-0.55,0.30000000000000004
2020-07-09 Manchester Utd-Aston Villa,Aston Villa,Manchester Utd,2020-07-09,20:15:00,Matchweek 34,Thu,Away,W,3,0,1,0,0.55,0.6,0.9,0.8,0.85,0.75,0.55,0.3,0.65,1.0,0.7,0.45,0.55,0.2,0.75,0.25,0.55,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.45000000000000007,0.5499999999999999,0.65,0.25,0.55,0.6,0.050000000000000044,-0.7,0.55,0.30000000000000004,0.49999999999999994,-0.45,-0.1499999999999999,-0.6000000000000001,0.6,-0.55,0.30000000000000004
2019-11-25 Newcastle Utd-Aston Villa,Aston Villa,Newcastle Utd,2019-11-25,20:00:00,Matchweek 13,Mon,Away,L,0,2,0,0,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.24999999999999997,0.5,-0.1,0.0,-0.19999999999999998,0.0,0.35,-0.09999999999999998,0.04999999999999999,-0.09999999999999998,-0.05000000000000002,-0.85,-0.19999999999999996,0.19999999999999996,0.0,-0.25,-0.1
2020-06-24 Newcastle Utd-Aston Villa,Aston Villa,Newcastle Utd,2020-06-24,18:00:00,Matchweek 31,Wed,Home,D,1,1,0,1,0.35,0.55,0.15,0.55,0.1,0.15,0.85,0.9,0.15,0.6,0.15,0.05,0.5,1.0,0.15,0.55,0.15,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.24999999999999997,0.5,-0.1,0.0,-0.19999999999999998,0.0,0.35,-0.09999999999999998,0.04999999999999999,-0.09999999999999998,-0.05000000000000002,-0.85,-0.19999999999999996,0.19999999999999996,0.0,-0.25,-0.1
2019-10-05 Norwich City-Aston Villa,Aston Villa,Norwich City,2019-10-05,15:00:00,Matchweek 8,Sat,Home,L,1,5,0,1,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.1,0.05,-0.1,-0.45000000000000007,-0.25,0.44999999999999996,-0.2,-0.5,0.30000000000000004,-0.1499999999999999,0.6000000000000001,-0.85,0.20000000000000007,-0.75,0.15,-0.10000000000000009,-0.2
2019-12-26 Norwich City-Aston Villa,Aston Villa,Norwich City,2019-12-26,15:00:00,Matchweek 19,Thu,Away,L,0,1,0,0,0.2,0.1,0.15,0.1,0.05,0.6,0.3,0.5,0.4,0.55,0.8,0.05,0.9,0.05,0.3,0.7,0.05,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.1,0.05,-0.1,-0.45000000000000007,-0.25,0.44999999999999996,-0.2,-0.5,0.30000000000000004,-0.1499999999999999,0.6000000000000001,-0.85,0.20000000000000007,-0.75,0.15,-0.10000000000000009,-0.2
2019-12-14 Sheffield Utd-Aston Villa,Aston Villa,Sheffield Utd,2019-12-14,15:00:00,Matchweek 17,Sat,Home,W,2,0,1,1,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.9,0.5499999999999999,-0.04999999999999999,-0.30000000000000004,0.55,0.25,0.44999999999999996,-0.4,0.1,-0.6499999999999999,-0.05000000000000002,0.09999999999999998,-0.6499999999999999,0.19999999999999996,0.30000000000000004,-0.7000000000000001,0.55
2020-06-17 Sheffield Utd-Aston Villa,Aston Villa,Sheffield Utd,2020-06-17,18:00:00,Matchweek 28,Wed,Away,D,0,0,0,0,1.0,0.6,0.2,0.25,0.85,0.4,0.95,0.6,0.2,0.05,0.15,1.0,0.05,1.0,0.45,0.1,0.8,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.9,0.5499999999999999,-0.04999999999999999,-0.30000000000000004,0.55,0.25,0.44999999999999996,-0.4,0.1,-0.6499999999999999,-0.05000000000000002,0.09999999999999998,-0.6499999999999999,0.19999999999999996,0.30000000000000004,-0.7000000000000001,0.55
2019-12-21 Southampton-Aston Villa,Aston Villa,Southampton,2019-12-21,15:00:00,Matchweek 18,Sat,Away,W,3,1,1,0,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.04999999999999999,0.4,0.09999999999999998,-0.25000000000000006,0.45,0.1,0.15000000000000002,-0.4,0.45000000000000007,-0.24999999999999994,0.25,0.04999999999999993,-0.39999999999999997,0.0,0.30000000000000004,-0.20000000000000007,0.0
2020-02-22 Southampton-Aston Villa,Aston Villa,Southampton,2020-02-22,15:00:00,Matchweek 27,Sat,Home,W,2,0,1,1,0.15,0.45,0.35,0.3,0.75,0.25,0.65,0.6,0.55,0.45,0.45,0.95,0.3,0.8,0.45,0.6,0.25,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.04999999999999999,0.4,0.09999999999999998,-0.25000000000000006,0.45,0.1,0.15000000000000002,-0.4,0.45000000000000007,-0.24999999999999994,0.25,0.04999999999999993,-0.39999999999999997,0.0,0.30000000000000004,-0.20000000000000007,0.0
2019-08-10 Tottenham-Aston Villa,Aston Villa,Tottenham,2019-08-10,17:30:00,Matchweek 1,Sat,Home,W,3,1,1,1,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.9,0.6499999999999999,0.5,0.3999999999999999,0.39999999999999997,0.7,-0.15000000000000002,-0.8,0.75,0.15000000000000002,0.6000000000000001,-0.8,-0.04999999999999993,-0.7000000000000001,0.7999999999999999,-0.6000000000000001,0.44999999999999996
2020-02-16 Tottenham-Aston Villa,Aston Villa,Tottenham,2020-02-16,14:00:00,Matchweek 26,Sun,Away,W,3,2,1,0,1.0,0.7,0.75,0.95,0.7,0.85,0.35,0.2,0.85,0.85,0.8,0.1,0.65,0.1,0.95,0.2,0.7,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.9,0.6499999999999999,0.5,0.3999999999999999,0.39999999999999997,0.7,-0.15000000000000002,-0.8,0.75,0.15000000000000002,0.6000000000000001,-0.8,-0.04999999999999993,-0.7000000000000001,0.7999999999999999,-0.6000000000000001,0.44999999999999996
2019-12-28 Watford-Aston Villa,Aston Villa,Watford,2019-12-28,15:00:00,Matchweek 20,Sat,Home,W,3,0,1,1,0.6,0.3,0.5,0.65,0.55,0.3,0.8,0.5,0.5,0.5,0.4,0.65,0.35,0.35,0.1,0.85,0.3,0.1,0.05,0.25,0.55,0.3,0.15,0.5,1.0,0.1,0.7,0.2,0.9,0.7,0.8,0.15,0.8,0.25,0.5,0.25,0.25,0.09999999999999998,0.25000000000000006,0.15,0.30000000000000004,-0.5,0.4,-0.19999999999999996,0.2,-0.25,-0.35,-0.45000000000000007,-0.04999999999999999,0.04999999999999993,0.04999999999999999
